ID,Gene,Variation,Class
2843,184,5673,6
2844,184,6889,1
2845,184,41,6
2846,184,5800,4
2847,184,1279,6
2848,184,7731,6
2849,184,2937,6
2850,184,7569,6
2851,184,1511,5
2852,184,6865,6
2853,184,1603,5
2854,184,3137,6
2855,184,1084,1
2856,184,5970,5
2857,184,1342,6
2858,184,1049,5
2859,184,1089,6
2860,184,5869,1
2861,184,5944,1
2862,184,782,6
2863,184,4425,6
2864,184,7851,6
2865,184,2930,6
2866,184,3806,5
2867,184,2703,6
2868,184,3197,5
2869,184,7008,6
2870,184,7841,6
2871,184,5882,4
2872,184,3877,5
2873,184,4678,6
2874,184,930,6
2875,184,7398,6
2876,184,7227,6
2877,184,3528,5
2878,184,4625,6
2879,184,8159,6
2880,184,6900,1
2881,184,224,6
2882,184,1053,1
2883,184,7399,6
2884,184,2944,6
2885,184,2319,6
2886,184,5794,6
2887,184,4927,6
2888,184,5617,1
2889,184,440,6
2890,184,4485,6
2891,184,910,6
2892,184,7437,6
2893,184,5992,6
2894,184,6971,5
2895,184,4290,6
2896,184,5134,6
2897,184,3562,6
2898,184,2199,6
2899,878,7458,5
2900,878,1359,1
2901,878,3494,6
2902,878,3997,1
2903,878,174,1
2904,878,7654,1
2905,878,4026,1
2906,878,5262,1
2907,878,3603,1
2908,878,5220,5
2909,878,4087,1
2910,959,5106,7
2911,879,1735,7
2912,879,1745,7
2913,879,7613,7
2914,879,1736,7
2915,879,2793,7
2916,879,8153,7
2917,879,3897,7
2918,879,8152,7
2919,879,2792,7
2920,879,7614,7
2921,879,7863,7
2922,879,1073,7
2923,879,2447,7
2924,879,1071,7
2925,879,2794,7
2926,879,3223,7
2927,879,2449,7
2928,879,2448,7
2929,879,1746,2
2930,879,1744,2
2931,879,7615,7
2932,879,8154,7
2933,559,6128,1
2934,503,7654,1
2935,191,6367,2
2936,191,764,7
2937,191,8501,4
2938,880,1393,7
2939,880,7037,2
2940,880,4322,2
2941,880,7009,7
2942,561,5168,7
2943,696,493,7
2944,696,765,2
2945,696,7601,6
2946,696,6715,6
2947,696,1258,7
2948,696,23,7
2949,696,5248,2
2950,165,1350,1
2951,165,7654,1
2952,562,5168,7
2953,563,6636,7
2954,563,5176,2
2955,563,5177,2
2956,563,5702,7
2957,563,5701,7
2958,801,1350,1
2959,801,7654,1
2960,705,1284,2
2961,705,3541,2
2962,705,4047,7
2963,705,1285,7
2964,705,453,2
2965,705,1288,7
2966,705,3304,2
2967,705,7577,7
2968,705,1749,3
2969,705,3570,7
2970,705,3537,7
2971,705,5028,2
2972,705,4655,7
2973,705,8511,7
2974,705,8503,2
2975,705,831,2
2976,705,5017,7
2977,705,7495,7
2978,705,7494,7
2979,705,3054,7
2980,705,4637,2
2981,705,1290,7
2982,705,1996,7
2983,705,744,7
2984,705,3544,7
2985,705,8222,7
2986,705,7962,2
2987,705,8504,7
2988,705,4350,2
2989,705,5029,2
2990,705,1295,2
2991,705,1647,2
2992,705,5019,7
2993,705,7112,7
2994,705,1144,7
2995,705,493,2
2996,705,7545,2
2997,705,7967,7
2998,705,4353,2
2999,705,3525,7
3000,705,8221,2
3001,705,4046,7
3002,705,358,2
3003,705,7968,7
3004,705,7963,7
3005,705,1289,7
3006,705,5268,2
3007,705,5020,2
3008,705,1810,7
3009,705,7973,7
3010,705,1282,7
3011,705,1287,7
3012,705,4658,2
3013,705,3313,2
3014,705,4578,2
3015,705,4622,2
3016,705,1208,2
3017,705,7971,7
3018,705,1260,6
3019,705,8079,2
3020,705,7964,7
3021,705,1286,7
3022,705,357,7
3023,705,1294,2
3024,705,3543,2
3025,705,1819,7
3026,705,7099,7
3027,705,7980,2
3028,705,4593,7
3029,705,8502,2
3030,705,1648,2
3031,705,1205,7
3032,705,4656,7
3033,705,5083,2
3034,705,1228,7
3035,705,8,7
3036,705,8224,2
3037,705,5025,7
3038,705,8223,7
3039,705,1646,2
3040,705,3542,2
3041,705,1293,2
3042,705,8225,2
3043,705,8561,7
3044,705,8453,7
3045,705,3539,7
3046,705,8509,2
3047,705,6597,4
3048,705,7959,7
3049,705,7972,2
3050,705,3538,7
3051,705,8015,7
3052,705,1615,2
3053,705,6468,7
3054,705,7958,7
3055,705,4354,2
3056,705,1283,2
3057,705,7961,2
3058,705,7546,2
3059,464,493,2
3060,789,1808,7
3061,789,2592,9
3062,789,1815,2
3063,789,3665,2
3064,789,1350,1
3065,898,3152,7
3066,898,7721,2
3067,898,5548,7
3068,898,3725,7
3069,898,7727,2
3070,898,3733,7
3071,898,3737,7
3072,898,5190,2
3073,898,7656,2
3074,898,3158,7
3075,898,3732,7
3076,898,110,7
3077,898,2962,2
3078,898,7655,1
3079,898,3749,7
3080,898,5555,5
3081,898,2076,2
3082,898,3153,7
3083,898,7739,7
3084,898,4836,2
3085,898,5188,2
3086,898,4837,2
3087,898,5546,4
3088,898,7245,7
3089,898,2337,7
3090,898,1871,7
3091,898,4838,2
3092,898,7720,7
3093,898,4399,2
3094,898,7736,2
3095,898,204,2
3096,899,0,1
3097,899,1,2
3098,1092,579,7
3099,1092,4889,7
3100,1092,5289,7
3101,1092,605,7
3102,1092,493,7
3103,1092,2159,7
3104,1092,4888,7
3105,363,6660,2
3106,363,1350,1
3107,363,7654,1
3108,364,493,2
3109,364,1349,8
3110,1094,1350,1
3111,1094,7654,1
3112,1097,7654,1
3113,1097,2368,3
3114,1096,3085,8
3115,1098,7654,1
3116,717,2179,2
3117,717,5179,7
3118,717,5286,7
3119,717,48,7
3120,717,2156,2
3121,717,3796,7
3122,717,2155,7
3123,717,1869,7
3124,717,8419,7
3125,717,7713,7
3126,717,8537,7
3127,717,4421,6
3128,717,1535,5
3129,717,2705,6
3130,717,7596,7
3131,717,5571,6
3132,717,2707,7
3133,717,83,7
3134,717,2177,7
3135,717,8270,3
3136,717,84,7
3137,717,4915,7
3138,717,3406,7
3139,717,2157,7
3140,717,5288,7
3141,717,7553,7
3142,717,2158,7
3143,717,3556,7
3144,717,145,7
3145,717,7164,7
3146,717,935,7
3147,717,2153,7
3148,717,4916,7
3149,717,3373,7
3150,717,2159,7
3151,717,493,2
3152,717,8447,6
3153,717,5289,7
3154,717,2154,7
3155,717,899,2
3156,717,385,7
3157,717,1935,7
3158,717,5180,2
3159,717,5178,7
3160,909,7654,1
3161,909,1350,1
3162,1101,2076,2
3163,1101,6965,7
3164,1101,1789,7
3165,1101,3275,7
3166,1101,492,2
3167,1101,6964,7
3168,1101,493,7
3169,1101,7064,7
3170,1101,7250,7
3171,1101,4853,2
3172,1101,6961,7
3173,1101,6963,7
3174,1089,1874,7
3175,1089,93,7
3176,607,7349,3
3177,607,7654,1
3178,607,4883,1
3179,59,4398,7
3180,59,1440,7
3181,59,493,7
3182,59,2076,2
3183,1344,4614,4
3184,1346,7654,1
3185,1105,5917,6
3186,915,493,6
3187,915,7553,2
3188,915,5287,7
3189,915,2181,2
3190,915,5289,7
3191,915,2706,7
3192,915,2178,7
3193,915,2159,7
3194,915,5286,7
3195,915,7529,2
3196,915,2155,7
3197,915,5288,7
3198,1106,3998,1
3199,1106,8475,1
3200,1106,7654,1
3201,1106,1350,1
3202,167,7654,1
3203,167,1350,1
3204,1109,4065,1
3205,1109,6524,1
3206,1109,6493,6
3207,1109,8227,6
3208,1109,817,5
3209,1109,4585,5
3210,1109,7132,1
3211,1109,816,1
3212,1109,7654,1
3213,1109,1350,1
3214,693,493,2
3215,920,7649,7
3216,920,8030,4
3217,920,6064,7
3218,920,2076,2
3219,920,495,2
3220,920,4679,7
3221,920,7653,7
3222,920,6062,7
3223,920,1351,7
3224,920,853,7
3225,920,7647,7
3226,920,859,2
3227,920,493,7
3228,920,7639,7
3229,920,4192,7
3230,920,4402,7
3231,921,4372,1
3232,921,2076,2
3233,921,6538,5
3234,922,1791,7
3235,922,504,7
3236,922,2076,2
3237,922,861,7
3238,922,2715,2
3239,375,1350,6
3240,343,3839,7
3241,343,7574,6
3242,343,2359,7
3243,343,4085,7
3244,343,2638,7
3245,343,2774,7
3246,343,3310,6
3247,343,493,2
3248,343,7573,6
3249,916,2076,2
3250,916,4682,2
3251,213,2457,7
3252,213,7654,1
3253,213,1350,1
3254,213,850,4
3255,213,644,3
3256,213,5112,4
3257,1118,6739,7
3258,1118,469,7
3259,1118,795,7
3260,1118,7449,5
3261,1118,805,7
3262,1118,7230,7
3263,1118,1677,7
3264,1118,798,7
3265,1118,796,7
3266,1118,3561,2
3267,1118,1237,5
3268,1118,1764,4
3269,1118,2076,2
3270,1118,7232,2
3271,1118,4141,7
3272,1118,6654,4
3273,1118,8558,2
3274,1118,7196,4
3275,1118,8063,2
3276,1118,6670,4
3277,1118,1236,5
3278,1118,468,7
3279,1118,806,7
3280,1118,475,2
3281,1118,807,2
3282,1118,4396,5
3283,1118,1725,2
3284,1118,3622,7
3285,1118,6622,2
3286,1118,8064,7
3287,1118,4390,2
3288,1118,803,7
3289,1118,8011,5
3290,1118,3336,2
3291,1118,800,7
3292,1118,808,7
3293,1118,8062,1
3294,1118,6664,7
3295,1118,2050,4
3296,1118,8554,7
3297,1155,5629,4
3298,1155,8294,4
3299,1155,5486,4
3300,1155,3609,4
3301,1155,5631,4
3302,1155,5573,4
3303,1155,4762,4
3304,1155,5703,4
3305,1155,7179,4
3306,1155,8164,1
3307,1155,7654,1
3308,1155,5614,7
3309,1155,959,1
3310,1155,493,7
3311,1155,6741,4
3312,1155,7638,4
3313,1155,3064,4
3314,1155,2575,6
3315,1155,6742,4
3316,1155,960,4
3317,1155,56,1
3318,1155,2076,1
3319,1155,6606,4
3320,1155,3608,4
